id,name,description,price,category,image
165,3 unidades (aprox. 1.5 kilos),3 unidades variedad injerto en tres estados de maduración. Aproximadamente 1.5 kilos,7500,Ofertas Ahorro,
166,Combo (1 caja x 24 unidades + Arándanos x 250 grs),Combo 1 caja de aguacates x 24 unidades + Arándanos x 250 grs Orgánicos,29900,Ofertas Ahorro,
167,Precio oferta,Combo#1 1.000gr de fresas premium + 900gr de kiwis premium de la mejor calidad frescos y listo para disfrutar,30000,Combos y Ofertas,
168,Precio regular,Combo#1 1.000gr de fresas premium + 900gr de kiwis premium de la mejor calidad frescos y listo para disfrutar,34100,Combos y Ofertas,
169,Unidad,Fresas premium X 500grs Arándanos x 250 Paquete X 4 Unidades PREMIUM en tres estados de maduración Arándanos Orgánicos x 250 grs Fresas x 500 gr,26600,Combos y Ofertas,
170,Unidad,Arándanos x 250 grs Fresas 1000gr Caja de 24 unidades* aguacate,40500,Combos y Ofertas,
171,Unidad,Qué Incluye: Envío gratis Caja de 24 aguacates hass mediano Fresas premium (500 gr) Banano criollo (1 Kilo) Tomate Chonto (500 gr) Cebolla Cabezona (500 gr) Papa Sabanera (500 gr) Zanahoria (500 gr) Pasta de Ajo (100 gr) Arándanos Orgánicos (125 gr) Uva isabelina (Bandeja 400 gr) Duraznos (500 gr) Limón Tahiti (1000 gr),68900,Combos y Ofertas,
172,Manzanilla Paquete 100grs pequeño,"La manzanilla se usa como remedio para dolores estomacales, tratamiento de úlceras gástricas y gastritis.",3000,Hierbas,
173,200grs mediano,"La manzanilla se usa como remedio para dolores estomacales, tratamiento de úlceras gástricas y gastritis.",3700,Hierbas,
174,Hierbabuena Paquete x200grs,"La hierbabuena se usa para varios propósitos como la memoria, la digestión, la osteoartritis, las náuseas y los vómitos después de una cirugía.",3000,Hierbas,
175,Albahaca Paquete x100grs,La albahaca favorece la digestión de los alimentos y ayuda a atenuar los espasmos gástricos,3900,Hierbas,
176,Laurel Paquete 200grs,"El laurel tiene beneficios respiratorios, especialmente para la congestión nasal y la tos.",3000,Hierbas,
177,Orégano Paquete X100grs,"El orégano es conocido por ser antioxidante y ayudar a combatir bacterias, virus y hongos",6000,Hierbas,
178,Paquete x200grs,"La caléndula es antiinflamatorio y cicatrizante, ayuda a problemas digestivos y menstruales, entre otros usos.",3000,Hierbas,
179,Paquete x100grs,El diente de león sirve para problemas digestivos leves y para limpiar las vías urinarias y los riñones.,3800,Hierbas,
180,Unidad,,0,Hierbas,
181,Paquete x200grs,"El romero tiene propiedades antinflamatorias y antiespasmódicas, pues es tratamiento para el estreñimiento y la digestión de alimentos.",3000,Hierbas Aromáticas y Medicinales,
182,Paquete x200grs,El eucalipto sirve para tratar enfermedades respiratorias y antiséptico natural. Revisar contraindicaciones por su médico.,3000,Hierbas Aromáticas y Medicinales,
183,Paquete x100grs,"El tomillo es una planta aromática que se usa como condimento y medicina natural para combatir cólicos, dolores de estómago o gases.",4000,Hierbas Aromáticas y Medicinales,
184,Paquete x100grs,"La menta es una planta vital para los problemas digestivos y respiratorios, también combate los dolores de cabeza fuertes y sirve como antiparasitario muy efectivo.",3800,Hierbas Aromáticas y Medicinales,
185,Hoja mediana,"La sábila es útil para afecciones de la piel y quemaduras, sirve como hidratante para las pieles secas y atenuar las arrugas, laxante o depurativo(favorece el tránsito intestinal).",4000,Hierbas Aromáticas y Medicinales,
186,X125grs,-Protege el corazón -Posee acción antiinflamatoria -Previene la diabetes -Mejora la memoria - Es adecuado ante las infecciones de orina -Tiene efectos beneficiosos sobre la visión - Perfectos para dietas de adelgazamiento,7900,Frutos rojos,
187,X250grs (Ahorro),-Protege el corazón -Posee acción antiinflamatoria -Previene la diabetes -Mejora la memoria - Es adecuado ante las infecciones de orina -Tiene efectos beneficiosos sobre la visión - Perfectos para dietas de adelgazamiento,14300,Frutos rojos,
188,x125 grs,"Su ciclo de vida es muy corto 1-2 días Las frambuesas son ricas en calcio, potasio, vitamina B9 (ácido fólico) y vitamina C. Sus fitonutrientes disminuyen el estrés oxidativo y la inflamación de las células. Favorece la salud ocular y de la piel.",8500,Frutos Rojos,
189,x250 grs (Ahorro),"Su ciclo de vida es muy corto 1-2 días Las frambuesas son ricas en calcio, potasio, vitamina B9 (ácido fólico) y vitamina C. Sus fitonutrientes disminuyen el estrés oxidativo y la inflamación de las células. Favorece la salud ocular y de la piel.",16000,Frutos Rojos,
190,x120 grs,"El agraz ayuda a desintoxicar el cuerpo, por lo que es ideal para prevenir infecciones urinarias, también ayuda a aliviar los síntomas del estreñimiento y otras enfermedades del sistema digestivo.",5500,Frutos Rojos,
191,x 240 grs (Ahorro),"El agraz ayuda a desintoxicar el cuerpo, por lo que es ideal para prevenir infecciones urinarias, también ayuda a aliviar los síntomas del estreñimiento y otras enfermedades del sistema digestivo.",9500,Frutos Rojos,
192,x125 grs,"Es una gran fuente de fibra y de vitamina C Y por la presencia de las vitaminas C y A contribuyen a nutrir los huesos, los dientes, la piel, la generación de colágeno o la absorción de hierro.",11000,Frutos Rojos,
193,x250 grs (Ahorro),"Es una gran fuente de fibra y de vitamina C Y por la presencia de las vitaminas C y A contribuyen a nutrir los huesos, los dientes, la piel, la generación de colágeno o la absorción de hierro.",19900,Frutos Rojos,
194,X500 gr,"La fresa es una abundante fuente de vitamina C, que es un antioxidante y previene los resfriados, infecciones y también fortalece los huesos y los dientes. Cuenta con antocianinas (sustancia química que da su color) y ayuda a prevenir el envejecimiento prematuro de la piel y la arteriosclerosis.",8500,Frutos Rojos,
195,X 1000 gr,,15500,Frutos Rojos,
196,Unidad,,4300,Frutos Rojos,
197,X500grs,,6300,Frutos Rojos,
198,x1000grs (Ahorro),,10500,Frutos Rojos,
199,Bandeja x 400grs,"Las uvas, una fruta que te ayudará a controlar los niveles de azúcar en sangre y la presión arterial Es un alimento rico en antioxidantes, también es diurética, antiinflamatoria y ayuda a cuidar la vista El consumo de uvas podría ser beneficioso para la microbiota, según un nuevo estudio.",4000,Frutos Rojos,
200,Bandeja x800grs (Ahorro),"Las uvas, una fruta que te ayudará a controlar los niveles de azúcar en sangre y la presión arterial Es un alimento rico en antioxidantes, también es diurética, antiinflamatoria y ayuda a cuidar la vista El consumo de uvas podría ser beneficioso para la microbiota, según un nuevo estudio.",6900,Frutos Rojos,
201,X500 grs,Uva chilena importada Premium,16300,Uvas,
202,X1000grs (Ahorro),Uva chilena importada Premium,31000,Uvas,
203,Bandeja x 400grs,Uva red globe nacional,8800,Uvas,
204,X 800grs (Ahorro),Uva red globe nacional,16500,Uvas,
205,x500grs,"Durazno: es una buena fuente de betacaroteno, vitaminas del complejo B como B1, B2, vitamina C y vitamina K. Contiene magnesio, calcio, fósforo, también contiene luteína, bioflavonoides y antioxidantes que ayudan a estimular el sistema inmunológico",5200,Tropicales,
206,X1000grs (Ahorro),"Durazno: es una buena fuente de betacaroteno, vitaminas del complejo B como B1, B2, vitamina C y vitamina K. Contiene magnesio, calcio, fósforo, también contiene luteína, bioflavonoides y antioxidantes que ayudan a estimular el sistema inmunológico",9900,Tropicales,
207,Bandeja (4 a 5 unidades),"La granadilla te puede ayudar a prevenir el estreñimiento, los malestares de la gastritis y la acidez. Además, si la consumes con sus semillas le brinda a tu cuerpo un alto contenido de fibra, potasio, calcio, fósforo, hierro, vitaminas, proteínas y carbohidratos.",7400,Frutas,
208,2 Bandejas (Ahorro),"La granadilla te puede ayudar a prevenir el estreñimiento, los malestares de la gastritis y la acidez. Además, si la consumes con sus semillas le brinda a tu cuerpo un alto contenido de fibra, potasio, calcio, fósforo, hierro, vitaminas, proteínas y carbohidratos.",13000,Frutas,
209,x1 Bandeja (6 unidades),"Ayudan a purificar la sangre, a limpiar el intestino y favorecen la salud del hígado. Tienen un alto contenido en hierro, mineral que combate la anemia y su jugo es ideal para tratar la fiebre",9500,Frutas,
210,x2 bandejas (Ahorro),"Ayudan a purificar la sangre, a limpiar el intestino y favorecen la salud del hígado. Tienen un alto contenido en hierro, mineral que combate la anemia y su jugo es ideal para tratar la fiebre",17000,Frutas,
211,x1 Bandeja (6 unidades),"La manzana verde es uno de los mejores alimentos para diabéticos, ya que gracias a su alto contenido en fibra ayuda a regular la presencia de glucosa en sangre. También ayuda a todos aquellos que estén en fase de prediabetes a retrasar el desarrollo de esta enfermedad",11000,Frutas,
212,x2 Bandejas (Ahorro),"La manzana verde es uno de los mejores alimentos para diabéticos, ya que gracias a su alto contenido en fibra ayuda a regular la presencia de glucosa en sangre. También ayuda a todos aquellos que estén en fase de prediabetes a retrasar el desarrollo de esta enfermedad",19900,Frutas,
213,X1 Bandeja (6 unidades),Previene el estreñimiento. Su alto contenido en fibra favorece el tránsito intestinal y ayuda a la digestión de las grasas. Poder antioxidante. ... Mejora el sistema inmune. ... Favorece el bienestar. ... Perfecto para hacer dieta. ... Es muy nutritiva. ... Disminuye la fatiga. ... Buena para los dientes.,9500,Frutas,
214,x2 Bandejas (Ahorro),"El rambután se compone de ácido gálico y una cantidad de antioxidantes, que ayudan a combatir el envejecimiento prematuro. Refuerza el sistema inmunológico. Debido a su contenido en vitamina C fortalece el sistema inmunológico. Fortalece huesos.",18000,Frutas,
215,x250 grs,"El rambután se compone de ácido gálico y una cantidad de antioxidantes, que ayudan a combatir el envejecimiento prematuro. Refuerza el sistema inmunológico. Debido a su contenido en vitamina C fortalece el sistema inmunológico. Fortalece huesos.",12500,Frutas,
216,x500grs,"El rambután se compone de ácido gálico y una cantidad de antioxidantes, que ayudan a combatir el envejecimiento prematuro. Refuerza el sistema inmunológico. Debido a su contenido en vitamina C fortalece el sistema inmunológico. Fortalece huesos.",24000,Frutas,
217,x1 Bandeja (4-5 unidades),"Por su bajo contenido en sodio e hidratos de carbono,",7500,Frutas,
218,x2 Bandeja (Ahorro),"Por su bajo contenido en sodio e hidratos de carbono,",13500,Frutas,
219,x500grs,"Los limones contienen vitamina C, un poderoso antioxidante, y son una fuente de compuestos vegetales llamados flavonoides, que tienen efectos antioxidantes y antiinflamatorios. Los antioxidantes son compuestos que ayudan a proteger las células del cuerpo del daño.",3700,Frutas,
220,x1000grs,"Los limones contienen vitamina C, un poderoso antioxidante, y son una fuente de compuestos vegetales llamados flavonoides, que tienen efectos antioxidantes y antiinflamatorios. Los antioxidantes son compuestos que ayudan a proteger las células del cuerpo del daño.",6000,Frutas,
221,x500grs,"El Tomate de Árbol Además de polifenoles, el tomate de árbol es rico en licopeno, carotenoide conocido por su alto poder antioxidante; se ha demostrado que el consumo de frutas ricas en carotenoides ejerce un efecto protectivo hacia el desarrollo de hiperglicemia.",3300,Frutas,
222,X1000gr,"El Tomate de Árbol Además de polifenoles, el tomate de árbol es rico en licopeno, carotenoide conocido por su alto poder antioxidante; se ha demostrado que el consumo de frutas ricas en carotenoides ejerce un efecto protectivo hacia el desarrollo de hiperglicemia.",5400,Frutas,
223,x500grs,"El Tomate de Árbol Además de polifenoles, el tomate de árbol es rico en licopeno, carotenoide conocido por su alto poder antioxidante; se ha demostrado que el consumo de frutas ricas en carotenoides ejerce un efecto protectivo hacia el desarrollo de hiperglicemia.",4500,Frutas,
224,x1000grs Ahorro,"El Tomate de Árbol Además de polifenoles, el tomate de árbol es rico en licopeno, carotenoide conocido por su alto poder antioxidante; se ha demostrado que el consumo de frutas ricas en carotenoides ejerce un efecto protectivo hacia el desarrollo de hiperglicemia.",7500,Frutas,
225,x1 (160grs),"Disminuye la fatiga durante el ejercicio. Aporta una buena porción de fibra dietética. Fortalece huesos, dientes y encías. El Borojo Es una fuente de fósforo. Mejora el funcionamiento del corazón, sistema nervioso y digestivo. Es rica en vitamina C y antioxidantes.",3500,Frutas,
226,x2 (320grs)(Ahorro),"Disminuye la fatiga durante el ejercicio. Aporta una buena porción de fibra dietética. Fortalece huesos, dientes y encías. El Borojo Es una fuente de fósforo. Mejora el funcionamiento del corazón, sistema nervioso y digestivo. Es rica en vitamina C y antioxidantes.",5500,Frutas,
227,X2000grs maya,"Las Naranjas Son ricas en calcio, que protege los huesos y dientes, manteniéndolos sanos. Su consumo ayuda a reducir la absorción de grasas y a bajar el colesterol y la tensión. Tiene propiedades antiinflamatorias, por lo que es beneficiosa para las personas con artritis.",6300,Frutas,
228,X4000grs (Ahorro),"Las Naranjas Son ricas en calcio, que protege los huesos y dientes, manteniéndolos sanos. Su consumo ayuda a reducir la absorción de grasas y a bajar el colesterol y la tensión. Tiene propiedades antiinflamatorias, por lo que es beneficiosa para las personas con artritis.",11400,Frutas,
229,Kilo,Fuente de carbohidratos. Gran aporte de vitaminas. Fuente de minerales. Protege nuestro corazón. Reducen la fatiga y el cansancio. Previene la anemia. Estimula el sistema nervioso. Regula la función intestinal.,7400,Frutas,
230,x500grs,GULUPA ES UNA ALTA FUENTE DE FIBRA. UNA ALTA FUENTE DE VITAMINA C. UNA ALTA FUENTE DE VITAMINA A. UNA BUENA FUENTE DE POTASIO. UNA FUENTE NATURAL DE HIERRO. UNA FUENTE NATURAL DE FÓSFORO. UNA FUENTE NATURAL DE MAGNESIO.,3700,Frutas,
231,x1000grs (Ahorro),GULUPA ES UNA ALTA FUENTE DE FIBRA. UNA ALTA FUENTE DE VITAMINA C. UNA ALTA FUENTE DE VITAMINA A. UNA BUENA FUENTE DE POTASIO. UNA FUENTE NATURAL DE HIERRO. UNA FUENTE NATURAL DE FÓSFORO. UNA FUENTE NATURAL DE MAGNESIO.,5900,Frutas,
232,x1 Bandeja,La Pitaya Propiedades y beneficios Refuerza el sistema inmunológico. ... Posee efectos antiinflamatorios. ... Regula el tránsito intestinal. ... Reduce el nivel de azúcar en sangre. ... Evita la anemia ferropénica. ... Mejora el estado de huesos y articulaciones. ... Ayuda en las dietas de adelgazamiento. ... Retrasa el envejecimiento celular.,5900,Frutas,
233,x2 Bandejas (Ahorro),La Pitaya Propiedades y beneficios Refuerza el sistema inmunológico. ... Posee efectos antiinflamatorios. ... Regula el tránsito intestinal. ... Reduce el nivel de azúcar en sangre. ... Evita la anemia ferropénica. ... Mejora el estado de huesos y articulaciones. ... Ayuda en las dietas de adelgazamiento. ... Retrasa el envejecimiento celular.,10500,Frutas,
234,x1 Bandeja,"Recomendada para diabetes, hipertensión y afecciones de corazón y vasos sanguíneos. Esta fruta se caracteriza por un bajo aporte en hidratos de carbono, lo que hace de ella un buen alimento para ser tomado por personas que padecen de diabetes, así como por ser rica en potasio",5500,Frutas,
235,x2 Bandejas (Ahorro),"Recomendada para diabetes, hipertensión y afecciones de corazón y vasos sanguíneos. Esta fruta se caracteriza por un bajo aporte en hidratos de carbono, lo que hace de ella un buen alimento para ser tomado por personas que padecen de diabetes, así como por ser rica en potasio",10000,Frutas,
236,x500grs,"El mango es una fruta versátil, su ingesta diaria puede ayudar a prevenir cáncer de seno, de la sangre (leucemia), de próstata y de colon, combate la sequedad ocular, ayuda a la absorción de hierro,",5000,Frutas,
237,x1000grs (Ahorro),"El mango es una fruta versátil, su ingesta diaria puede ayudar a prevenir cáncer de seno, de la sangre (leucemia), de próstata y de colon, combate la sequedad ocular, ayuda a la absorción de hierro,",7500,Frutas,
238,x1 Bandeja 400grs,,4500,Frutas,
239,x2 Bandejas 800grs,,7500,Frutas,
240,x1 Bandeja,"Las peras son ricas en sales minerales y en vitaminas C y A. La vitamina A es necesaria para el buen funcionamiento de la vista, para el crecimiento óseo",9000,Frutas,
241,x2 Bandejas (Ahorro),"Las peras son ricas en sales minerales y en vitaminas C y A. La vitamina A es necesaria para el buen funcionamiento de la vista, para el crecimiento óseo",17500,Frutas,
242,x500grs,"La ciruela es considerada una fruta cítrica que aporta vitamina C, entonces se ha visto que el poder antioxidante que tiene por contener antocianina y al ser una fruta de color rojo",4200,Frutas,
243,x1 Unidad mediano,"Los beneficios del coco para la salud Se ha estimado que el 50 % de la grasa del coco es ácido láurico, un tipo de lípido que aumenta los niveles de colesterol bueno y reduce el riesgo de padecer enfermedades cardiovasculares. Además, este ácido posee tiene propiedades antibacterianas, antifúngicas y antivirales.",9990,Fruits,
244,x2 cocos (Ahorro),"Los beneficios del coco para la salud Se ha estimado que el 50 % de la grasa del coco es ácido láurico, un tipo de lípido que aumenta los niveles de colesterol bueno y reduce el riesgo de padecer enfermedades cardiovasculares. Además, este ácido posee tiene propiedades antibacterianas, antifúngicas y antivirales.",17000,Fruits,
245,x1 Unidad 165grs,"El Tamarindo Tiene un alto contenido de vitamina C, E y B1. Posee minerales como el calcio, zinc, potasio, hierro, fósforo y magnesio. Favorece el transporte de oxígeno en el sistema circulatorio. Regula el nivel de colesterol en la sangre",5500,Fruits,
246,x2 Unidades (Ahorro),"El Tamarindo Tiene un alto contenido de vitamina C, E y B1. Posee minerales como el calcio, zinc, potasio, hierro, fósforo y magnesio. Favorece el transporte de oxígeno en el sistema circulatorio. Regula el nivel de colesterol en la sangre",8500,Fruits,
247,x500grs,"Mandarina el alto nivel de nutrientes de la mandarina nos protege contra problemas cardíacos, infecciones, anemias, alergias, diabetes y varios tipos de cáncer. Asimismo, contribuye a combatir el colesterol, estreñimiento, presión arterial, deshidratación, obesidad y estrés.",4600,Fruits,
248,x1000grs (Ahorro),"Mandarina el alto nivel de nutrientes de la mandarina nos protege contra problemas cardíacos, infecciones, anemias, alergias, diabetes y varios tipos de cáncer. Asimismo, contribuye a combatir el colesterol, estreñimiento, presión arterial, deshidratación, obesidad y estrés.",7900,Fruits,
249,Kilo,Banano Fuente de carbohidratos. Gran aporte de vitaminas. Fuente de minerales. Protege nuestro corazón. Reducen la fatiga y el cansancio. Previene la anemia. Estimula el sistema nervioso. Regula la función intestinal.,7500,Fruits,
250,X500grs,Arveja desgranada,15000,Desgranados,
251,X1000grs,Arveja desgranada,28000,Desgranados,
252,X500grs,Frijol desgranado,8100,Desgranados,
253,X1000gr,Frijol desgranado,15900,Desgranados,
254,X500grs,Arveja Amarila Ecómica,9500,Desgranados,
255,X1000grs,Arveja Amarila Ecómica,17500,Desgranados,
256,X500 grs,"El maíz es fuente natural de fibra insoluble la cual previene el tránsito intestinal lento, estimulando los movimientos peristálticos del tracto digestivo, además contiene fibra soluble la cual tiene propiedades en cuanto a la disminución de azúcar y grasa en la sangre",7800,Fresh Produce,
257,X 1000 grs,"El maíz es fuente natural de fibra insoluble la cual previene el tránsito intestinal lento, estimulando los movimientos peristálticos del tracto digestivo, además contiene fibra soluble la cual tiene propiedades en cuanto a la disminución de azúcar y grasa en la sangre",13800,Fresh Produce,
258,X500 grs,,8800,Fresh Produce,
259,X1000 grs (Ahorro),,15800,Fresh Produce,
260,bandeja X500 grs,,7900,Fresh Produce,
261,Dos bandejas 1000gr (Ahorro),,13900,Fresh Produce,
262,Platano Paquete x 4 Unidades,Mejorar el funcionamiento del intestino. ... Prevenir la diabetes. ... Disminuir el colesterol LDL. ... Combatir la depresión. ... Prevenir enfermedades cardiovasculares. ... Ayudar en el proceso de pérdida de peso.,6800,Gourmet,
263,4uni 1500 grs,Mejorar el funcionamiento del intestino. ... Prevenir la diabetes. ... Disminuir el colesterol LDL. ... Combatir la depresión. ... Prevenir enfermedades cardiovasculares. ... Ayudar en el proceso de pérdida de peso.,8900,Gourmet,
264,8uni 3000grs,Mejorar el funcionamiento del intestino. ... Prevenir la diabetes. ... Disminuir el colesterol LDL. ... Combatir la depresión. ... Prevenir enfermedades cardiovasculares. ... Ayudar en el proceso de pérdida de peso.,16700,Gourmet,
265,X 250grs,"Las mini-mazorcas son ricas en nutrientes y una porción de 12 taza cumple con el 4% del valor diario recomendado de vitamina A y hierro y con el 2% del valor diario de vitamina C. Como nutrientes esenciales para el sistema inmune, las vitaminas A y C ayudan a tu cuerpo a combatir infecciones",8500,Vegetables,
266,X500grs,"Las mini-mazorcas son ricas en nutrientes y una porción de 12 taza cumple con el 4% del valor diario recomendado de vitamina A y hierro y con el 2% del valor diario de vitamina C. Como nutrientes esenciales para el sistema inmune, las vitaminas A y C ayudan a tu cuerpo a combatir infecciones",16000,Vegetables,
267,X 250grs,"Las coles de Bruselas están repletas de vitaminas, minerales y fibra. Usted puede confiar en que estas coles le brinden soporte a su sistema inmunitario, la salud de la sangre y los huesos, y más. Comer solo unas pocas coles de Bruselas le proporcionará mucha vitamina C y vitamina K.",5500,Vegetables,
268,X 250grs,"Las coles de Bruselas están repletas de vitaminas, minerales y fibra. Usted puede confiar en que estas coles le brinden soporte a su sistema inmunitario, la salud de la sangre y los huesos, y más. Comer solo unas pocas coles de Bruselas le proporcionará mucha vitamina C y vitamina K.",7500,Vegetables,
269,X500grs(Ahorro),"Las coles de Bruselas están repletas de vitaminas, minerales y fibra. Usted puede confiar en que estas coles le brinden soporte a su sistema inmunitario, la salud de la sangre y los huesos, y más. Comer solo unas pocas coles de Bruselas le proporcionará mucha vitamina C y vitamina K.",13800,Vegetables,
270,bandeja pequeña,Fuente de Vitaminas. ... Quema de calorías. ... Mayor oxigenación. ... Sensación de Plenitud. ... Protector gástrico. ... Mejora al corazón. ... Efecto antioxidante. ... Combate el Acné,2800,Vegetables,
271,bandeja 140g,Fuente de Vitaminas. ... Quema de calorías. ... Mayor oxigenación. ... Sensación de Plenitud. ... Protector gástrico. ... Mejora al corazón. ... Efecto antioxidante. ... Combate el Acné,3800,Vegetables,
272,bandeja 300g,Fuente de Vitaminas. ... Quema de calorías. ... Mayor oxigenación. ... Sensación de Plenitud. ... Protector gástrico. ... Mejora al corazón. ... Efecto antioxidante. ... Combate el Acné,6000,Vegetables,
273,x125 grs,"Contiene vitaminas B y E, además de ser una buena fuente de hierro y potasio. Es rico en capsaicina que ayuda a quemar grasa durante el proceso digestivo. Acelera el metabolismo hasta en un 25%, reduce el apetito y limpia el estómago. El chile tiene efectos antiinflamatorios y es un anticoagulante natural.",2800,Vegetables,
274,x125 grs,"Contiene vitaminas B y E, además de ser una buena fuente de hierro y potasio. Es rico en capsaicina que ayuda a quemar grasa durante el proceso digestivo. Acelera el metabolismo hasta en un 25%, reduce el apetito y limpia el estómago. El chile tiene efectos antiinflamatorios y es un anticoagulante natural.",3800,Vegetables,
275,x250 grs(Ahorro),Enteros frescos blancos de la mejor calidad,6000,Hongos y Maíz,
276,X250 grs,Enteros frescos blancos de la mejor calidad,10000,Hongos y Maíz,
277,X500grs,Enteros frescos blancos de la mejor calidad,18500,Hongos y Maíz,
278,X1000grs,Enteros frescos blancos de la mejor calidad,27900,Hongos y Maíz,
279,Champiñones tajados x 70grs bandeja,"el champiñón es fuente de vitaminas del Grupo B y D además de minerales como el potasio, el fósforo y el hierro, entre otros. Esta composición lo convierte en un posible aliado en la prevención de enfermedades como el cáncer, la diabetes o el deterioro cognitivo.",3500,Hongos y Maíz,
280,X 1 unidad,"el champiñón es fuente de vitaminas del Grupo B y D además de minerales como el potasio, el fósforo y el hierro, entre otros. Esta composición lo convierte en un posible aliado en la prevención de enfermedades como el cáncer, la diabetes o el deterioro cognitivo.",4000,Hongos y Maíz,
281,X 2 unidades (Ahorro),"el champiñón es fuente de vitaminas del Grupo B y D además de minerales como el potasio, el fósforo y el hierro, entre otros. Esta composición lo convierte en un posible aliado en la prevención de enfermedades como el cáncer, la diabetes o el deterioro cognitivo.",7500,Hongos y Maíz,
282,Mazorca premium bandeja 3 unidades,Antioxidantes: El maíz es fuente de antioxidantes que combaten los radicales libres y el envejecimiento celular. Saciante: Rico en fibra e hidratos de carbono el maíz es saciante y ayuda a controlar nuestro apetito.,5000,Hongos y Maíz,
283,X1 Bandeja,Antioxidantes: El maíz es fuente de antioxidantes que combaten los radicales libres y el envejecimiento celular. Saciante: Rico en fibra e hidratos de carbono el maíz es saciante y ayuda a controlar nuestro apetito.,8800,Hongos y Maíz,
284,X2 Bandejas (Ahorro),Antioxidantes: El maíz es fuente de antioxidantes que combaten los radicales libres y el envejecimiento celular. Saciante: Rico en fibra e hidratos de carbono el maíz es saciante y ayuda a controlar nuestro apetito.,16500,Hongos y Maíz,
285,500gr,"La fibra de esta hortaliza ayuda a prevenir el estreñimiento y las enfermedades del intestino; además, regula los niveles de azúcar y el colesterol en sangre. Las vitaminas que contiene cuidan al sistema inmunitario.",4900,Hortalizas,
286,1000gr Ahorro,"La fibra de esta hortaliza ayuda a prevenir el estreñimiento y las enfermedades del intestino; además, regula los niveles de azúcar y el colesterol en sangre. Las vitaminas que contiene cuidan al sistema inmunitario.",8500,Hortalizas,
287,1000gr (Ahorro),"La fibra de esta hortaliza ayuda a prevenir el estreñimiento y las enfermedades del intestino; además, regula los niveles de azúcar y el colesterol en sangre. Las vitaminas que contiene cuidan al sistema inmunitario.",7500,Hortalizas,
288,500gr,"La fibra de esta hortaliza ayuda a prevenir el estreñimiento y las enfermedades del intestino; además, regula los niveles de azúcar y el colesterol en sangre. Las vitaminas que contiene cuidan al sistema inmunitario.",3900,Hortalizas,
289,X 250 grs,Los tomates uva son más oblongos que los tomates cherry y se parecen más a las uvas en términos de su forma (de ahí el nombre de tomate uva!). También son más pequeños que los tomates cherry (aproximadamente la mitad del tamaño) y tienen una piel más gruesa. Los tomates uva tampoco son tan dulces como los tomates cherry y su carne es más carnosa y menos acuosa.,7500,Hortalizas,
290,X500grs(Ahorro),Los tomates uva son más oblongos que los tomates cherry y se parecen más a las uvas en términos de su forma (de ahí el nombre de tomate uva!). También son más pequeños que los tomates cherry (aproximadamente la mitad del tamaño) y tienen una piel más gruesa. Los tomates uva tampoco son tan dulces como los tomates cherry y su carne es más carnosa y menos acuosa.,13800,Hortalizas,
291,X 250 grs,"Fuente de vitamina A: contiene una cantidad importante de vitamina A, básicamente en forma de carotenoides, concretamente de licopeno. Estos pigmentos son, a su vez, responsables del color de esta verdura. La vitamina A es esencial para la piel y los dientes.",6600,Hortalizas,
292,x 500 gr,Producto sin nombre identificado en este segmento del menú. Los siguientes son los detalles de sus variantes.,25000,Hortalizas Frescas,
293,X 1000gr (Ahorro),Producto sin nombre identificado en este segmento del menú. Los siguientes son los detalles de sus variantes.,48000,Hortalizas Frescas,
294,X 500grs,Mejora la vista. Protege la dentadura. Ayuda en los problemas intestinales. Tiene propiedades diuréticas. Por su elevado contenido en agua son diuréticas y ayudan a la desintegración de los cálculos renales. Proporcionan energía al cerebro. Buena para uñas y cabello,3400,Hortalizas Frescas,
295,X 1000gr Ahorro,Mejora la vista. Protege la dentadura. Ayuda en los problemas intestinales. Tiene propiedades diuréticas. Por su elevado contenido en agua son diuréticas y ayudan a la desintegración de los cálculos renales. Proporcionan energía al cerebro. Buena para uñas y cabello,5500,Hortalizas Frescas,
296,X 500grs,Es un potente anticancerígeno. Controla la tensión arterial. Ayuda a prevenir ataques de asma. Es un alimento excelente para atletas. Contribuye al buen estado de la vista.,4800,Hortalizas Frescas,
297,X 1000gr Ahorro,Es un potente anticancerígeno. Controla la tensión arterial. Ayuda a prevenir ataques de asma. Es un alimento excelente para atletas. Contribuye al buen estado de la vista.,7800,Hortalizas Frescas,
298,X 1 kilo,,7500,Hortalizas Frescas,
299,Cebolla cabezona blanca,,0,Hortalizas Frescas,
300,X 500grs,"Las cebollas son una fuente de fibra, lo que contribuye a la ingesta de fibras solubles. El tipo de fibra presente en las cebollas puede reducir la probabilidad de desarrollar enfermedades cardiovasculares",4900,Verduras,
301,X 1000gr (Ahorro),"Las cebollas son una fuente de fibra, lo que contribuye a la ingesta de fibras solubles. El tipo de fibra presente en las cebollas puede reducir la probabilidad de desarrollar enfermedades cardiovasculares",8900,Verduras,
302,X 500grs,"Las cebollas son una fuente de fibra, lo que contribuye a la ingesta de fibras solubles. El tipo de fibra presente en las cebollas puede reducir la probabilidad de desarrollar enfermedades cardiovasculares",6200,Verduras,
303,X 1000gr Ahorro,"Las cebollas son una fuente de fibra, lo que contribuye a la ingesta de fibras solubles. El tipo de fibra presente en las cebollas puede reducir la probabilidad de desarrollar enfermedades cardiovasculares",10900,Verduras,
304,X250,Tallos de de apio bandeja,4500,Verduras,
